county,license_type,lat,lon,geometry,cluster
MONTGOMERY,Cig/OTP Retail,40.075768,-75.128418,POINT (-75.128418 40.075768),268
TIOGA,Retail,41.98935,-77.320937,POINT (-77.320937 41.98935),-1
TIOGA,OTP Retail,41.98935,-77.320937,POINT (-77.320937 41.98935),-1
TIOGA,Retail,41.986362,-77.311833,POINT (-77.311833 41.986362),471
TIOGA,Cigarette Vending,41.98636,-77.31184,POINT (-77.31184 41.98636),471
LAWRENCE,Cigarette Vending,40.997041991,-80.321050994,POINT (-80.321050994 40.997041991),804
WASHINGTON,Cigarette Vending,40.16806,-80.2408,POINT (-80.2408 40.16806),581
LANCASTER,Cigarette Vending,40.04191,-76.3037,POINT (-76.3037 40.04191),5
LAWRENCE,Cigarette Vending,40.99709,-80.32053,POINT (-80.32053 40.99709),804
WESTMORELAND,Cigarette Vending,40.10118,-79.58811,POINT (-79.58811 40.10118),980
WESTMORELAND,Cigarette Vending,40.565403984,-79.767072992,POINT (-79.767072992 40.565403984),526
PHILADELPHIA,Cigarette Retail,40.000336,-75.118539,POINT (-75.118539 40.000336),1
PHILADELPHIA,OTP Retail,40.000336,-75.118539,POINT (-75.118539 40.000336),1
PHILADELPHIA,Retail,40.000336,-75.118539,POINT (-75.118539 40.000336),1
WAYNE,Cigarette Vending,41.29084,-75.33008,POINT (-75.33008 41.29084),-1
WAYNE,Cigarette Vending,41.2737328,-75.3364023,POINT (-75.3364023 41.2737328),-1
LYCOMING,Cigarette/OTP Retail,41.24027,-77.00104,POINT (-77.00104 41.24027),179
LYCOMING,Cig/OTP Retail,41.239986,-77.001576,POINT (-77.001576 41.239986),179
LANCASTER,OTP Retail,40.039219,-76.307036,POINT (-76.307036 40.039219),5
LANCASTER,OTP Retail,40.039219,-76.307036,POINT (-76.307036 40.039219),5
MONTGOMERY,Cigarette Wholesaler,40.121503,-75.038508,POINT (-75.038508 40.121503),-1
ALLEGHENY,Cigarette/OTP Retail,40.443856,-80.040449,POINT (-80.040449 40.443856),1064
LUZERNE,Cig/OTP Retail,41.227681,-75.892828,POINT (-75.892828 41.227681),63
ALLEGHENY,Cigarette/OTP Retail,40.534137,-80.229365,POINT (-80.229365 40.534137),-1
LAWRENCE,Cigarette/OTP Retail,40.858326983,-80.263100024,POINT (-80.263100024 40.858326983),1065
LAWRENCE,Cigarette/OTP Retail,40.85861,-80.263033,POINT (-80.263033 40.85861),1065
LAWRENCE,Cigarette/OTP Retail,40.858454011,-80.299957013,POINT (-80.299957013 40.858454011),-1
LAWRENCE,Cigarette Stamping Agent,40.858442,-80.291299,POINT (-80.291299 40.858442),302
LAWRENCE,OTP Wholesaler,40.858442,-80.291299,POINT (-80.291299 40.858442),302
LAWRENCE,Retail,40.858442,-80.291299,POINT (-80.291299 40.858442),302
LAWRENCE,OTP Retail,40.858442,-80.291299,POINT (-80.291299 40.858442),302
LEHIGH,Cigarette Retail,40.60489,-75.44678,POINT (-75.44678 40.60489),388
LEHIGH,Retail,40.604911,-75.446766,POINT (-75.446766 40.604911),388
LACKAWANNA,Cigarette/OTP Retail,41.3769852,-75.5437506,POINT (-75.5437506 41.3769852),-1
PHILADELPHIA,Cig/OTP Retail,39.918292,-75.235927,POINT (-75.235927 39.918292),1
PHILADELPHIA,Cigarette/OTP Retail,39.91593,-75.239274,POINT (-75.239274 39.91593),1
PHILADELPHIA,Cig/OTP Retail,39.91593,-75.239274,POINT (-75.239274 39.91593),1
PHILADELPHIA,Cig/OTP Retail,39.91593,-75.239274,POINT (-75.239274 39.91593),1
WASHINGTON,Cig/OTP Retail,40.169987,-79.88243,POINT (-79.88243 40.169987),-1
ALLEGHENY,Cig/OTP Retail,40.442623,-79.867711,POINT (-79.867711 40.442623),798
PHILADELPHIA,Cigarette/OTP Retail,39.926703004,-75.177195033,POINT (-75.177195033 39.926703004),1
PHILADELPHIA,Cigarette/OTP Retail,39.9702160200001,-75.239013999,POINT (-75.239013999 39.9702160200001),1
LUZERNE,OTP Retail,40.955483,-75.973248,POINT (-75.973248 40.955483),76
LUZERNE,Retail,40.955483,-75.973248,POINT (-75.973248 40.955483),76
NORTHUMBERLAND,Cigarette/OTP Retail,40.860751993,-76.551215023,POINT (-76.551215023 40.860751993),1030
BERKS,Cigarette/OTP Retail,40.350163,-75.917722,POINT (-75.917722 40.350163),0
PHILADELPHIA,Retail,39.958919,-75.228836,POINT (-75.228836 39.958919),1
LEHIGH,Cigarette Vending,40.53194,-75.49502,POINT (-75.49502 40.53194),923
PHILADELPHIA,Cigarette/OTP Retail,39.945191,-75.229449,POINT (-75.229449 39.945191),1
PHILADELPHIA,Retail,40.002177,-75.133099,POINT (-75.133099 40.002177),1
PHILADELPHIA,Retail,40.031789,-75.092364,POINT (-75.092364 40.031789),1
PHILADELPHIA,Retail,39.997937,-75.112077,POINT (-75.112077 39.997937),1
PHILADELPHIA,Cig/OTP Retail,40.031789,-75.092364,POINT (-75.092364 40.031789),1
PHILADELPHIA,Cigarette/OTP Retail,40.03178,-75.09237,POINT (-75.09237 40.03178),1
PHILADELPHIA,Cig/OTP Retail,40.031789,-75.092364,POINT (-75.092364 40.031789),1
PHILADELPHIA,Cigarette/OTP Retail,40.03178,-75.09237,POINT (-75.09237 40.03178),1
PHILADELPHIA,Cigarette/OTP Retail,39.96542702,-75.241174016,POINT (-75.241174016 39.96542702),1
BEDFORD,Cig/OTP Retail,39.77006,-78.749455,POINT (-78.749455 39.77006),-1
CLARION,Cig/OTP Retail,41.125944,-79.557998,POINT (-79.557998 41.125944),-1
CLARION,Cigarette Retail,41.126206993,-79.556825021,POINT (-79.556825021 41.126206993),-1
CAMBRIA,OTP Retail,40.426994,-78.620349,POINT (-78.620349 40.426994),919
HUNTINGDON,Cigarette/OTP Retail,40.215659,-78.007639,POINT (-78.007639 40.215659),-1
PHILADELPHIA,Retail,39.998818,-75.118873,POINT (-75.118873 39.998818),1
PHILADELPHIA,Cigarette Retail,40.002177,-75.133099,POINT (-75.133099 40.002177),1
BERKS,Cigarette Retail,40.340869,-75.912146,POINT (-75.912146 40.340869),0
PHILADELPHIA,Cigarette/OTP Retail,39.9965059850001,-75.17538999,POINT (-75.17538999 39.9965059850001),1
VENANGO,Cigarette/OTP Retail,41.176388,-79.709149,POINT (-79.709149 41.176388),734
PHILADELPHIA,Retail,39.918831,-75.1753,POINT (-75.1753 39.918831),1
PHILADELPHIA,Cigarette Retail,39.918831,-75.1753,POINT (-75.1753 39.918831),1
PHILADELPHIA,Cigarette Retail,39.987996,-75.133012,POINT (-75.133012 39.987996),1
PHILADELPHIA,OTP Retail,39.987996,-75.133012,POINT (-75.133012 39.987996),1
LEHIGH,Cigarette/OTP Retail,40.292847,-75.289494,POINT (-75.289494 40.292847),-1
LEHIGH,Cigarette/OTP Retail,40.527353,-75.50957,POINT (-75.50957 40.527353),58
LEHIGH,Cig/OTP Retail,40.527613,-75.50898,POINT (-75.50898 40.527613),58
MONTGOMERY,OTP Retail,40.163514,-75.111088,POINT (-75.111088 40.163514),1066
PHILADELPHIA,Cigarette Retail,40.052462,-75.064967,POINT (-75.064967 40.052462),1
MONROE,Cigarette/OTP Retail,40.992627996,-75.184418976,POINT (-75.184418976 40.992627996),245
BUCKS,Retail,40.16568,-74.874183,POINT (-74.874183 40.16568),74
BUCKS,Cigarette/OTP Retail,40.35735,-74.97625,POINT (-74.97625 40.35735),-1
BUCKS,Cigarette/OTP Retail,40.3573969830001,-74.976157155,POINT (-74.976157155 40.3573969830001),-1
BUCKS,Cigarette/OTP Retail,40.1962699970001,-75.10142003,POINT (-75.10142003 40.1962699970001),317
BUCKS,Cigarette/OTP Retail,40.329877,-75.053823,POINT (-75.053823 40.329877),-1
DELAWARE,Cigarette/OTP Retail,39.867468,-75.339487,POINT (-75.339487 39.867468),66
BERKS,Cigarette/OTP Retail,40.498544979,-75.705489961,POINT (-75.705489961 40.498544979),1312
DELAWARE,Cig/OTP Retail,39.867473,-75.339476,POINT (-75.339476 39.867473),66
CUMBERLAND,Cigarette/OTP Retail,40.19376,-76.98247,POINT (-76.98247 40.19376),1067
CUMBERLAND,Cigarette Retail,40.19376,-76.98247,POINT (-76.98247 40.19376),1067
LACKAWANNA,Cigarette/OTP Retail,41.4595221,-75.6608498,POINT (-75.6608498 41.4595221),727
ERIE,Cigarette Retail,42.11217,-80.03979,POINT (-80.03979 42.11217),480
BUCKS,Cigarette/OTP Retail,40.16568,-74.874183,POINT (-74.874183 40.16568),74
CAMERON,Cig/OTP Retail,41.510273,-78.227267,POINT (-78.227267 41.510273),1068
CAMERON,Cigarette/OTP Retail,41.510273,-78.227267,POINT (-78.227267 41.510273),1068
CAMBRIA,Cigarette/OTP Retail,40.289922,-78.78692,POINT (-78.78692 40.289922),-1
CAMBRIA,Cigarette/OTP Retail,40.298646,-78.941025,POINT (-78.941025 40.298646),-1
ALLEGHENY,OTP Retail,40.512977,-80.103823,POINT (-80.103823 40.512977),-1
PHILADELPHIA,Cigarette Retail,40.004771,-75.141301,POINT (-75.141301 40.004771),1
BERKS,OTP Retail,40.335222,-75.919698,POINT (-75.919698 40.335222),0
BERKS,Cigarette Retail,40.335222,-75.919698,POINT (-75.919698 40.335222),0
BUCKS,Retail,40.361461,-74.950346,POINT (-74.950346 40.361461),405
PERRY,Cigarette/OTP Retail,40.364061,-77.355012,POINT (-77.355012 40.364061),-1
PHILADELPHIA,Cigarette Vending,39.9275279930001,-75.192417994,POINT (-75.192417994 39.9275279930001),1
LANCASTER,Cigarette Vending,40.15104,-76.60718,POINT (-76.60718 40.15104),1069
CENTRE,Cigarette/OTP Retail,40.8270149,-77.9999924,POINT (-77.9999924 40.8270149),-1
LACKAWANNA,Retail,41.544478,-75.538657,POINT (-75.538657 41.544478),257
ALLEGHENY,OTP Retail,40.379113,-79.806311,POINT (-79.806311 40.379113),-1
DAUPHIN,Cig/OTP Retail,40.268825,-76.863879,POINT (-76.863879 40.268825),87
LANCASTER,Cig/OTP Retail,40.166792,-76.606985,POINT (-76.606985 40.166792),1044
ALLEGHENY,Cigarette/OTP Retail,40.451404,-79.933996,POINT (-79.933996 40.451404),15
PHILADELPHIA,Cigarette/OTP Retail,39.950389005,-75.1446399719999,POINT (-75.1446399719999 39.950389005),1
PHILADELPHIA,Cigarette Retail,40.048655,-75.150793,POINT (-75.150793 40.048655),1
SNYDER,Cigarette/OTP Retail,40.741416,-77.309556,POINT (-77.309556 40.741416),-1
CUMBERLAND,Cigarette/OTP Retail,40.279501,-76.924344,POINT (-76.924344 40.279501),-1
FRANKLIN,Cigarette/OTP Retail,39.926188,-77.663809,POINT (-77.663809 39.926188),51
LANCASTER,OTP Retail,40.179986,-76.179292,POINT (-76.179292 40.179986),-1
LANCASTER,Cigarette Retail,40.1867078,-76.1866606,POINT (-76.1866606 40.1867078),1070
LANCASTER,Retail,40.186269,-76.186642,POINT (-76.186642 40.186269),1070
LANCASTER,OTP Retail,40.183735,-76.191042,POINT (-76.191042 40.183735),-1
LANCASTER,OTP Retail,40.171334003,-76.173261011,POINT (-76.173261011 40.171334003),-1
LANCASTER,Cigarette/OTP Retail,40.183719019,-76.185030963,POINT (-76.185030963 40.183719019),1070
LANCASTER,Cigarette/OTP Retail,40.183619,-76.18527,POINT (-76.18527 40.183619),1070
LYCOMING,Cig/OTP Retail,41.23978,-77.016409,POINT (-77.016409 41.23978),-1
LYCOMING,Retail - Itinerant,41.23978,-77.016409,POINT (-77.016409 41.23978),-1
LYCOMING,OTP Retail Itinerant,41.23978,-77.016409,POINT (-77.016409 41.23978),-1
LYCOMING,Cigarette/OTP Retail,41.23981,-77.01646,POINT (-77.01646 41.23981),-1
MONTGOMERY,Cigarette Retail,40.219276981,-75.505400019,POINT (-75.505400019 40.219276981),-1
MONTGOMERY,Cigarette Retail,40.21855,-75.505898,POINT (-75.505898 40.21855),-1
BEAVER,Cigarette/OTP Retail,40.753581985,-80.3191219829999,POINT (-80.3191219829999 40.753581985),140
WAYNE,Cigarette Retail,41.855773,-75.225687,POINT (-75.225687 41.855773),-1
WAYNE,Retail,41.854925,-75.227666,POINT (-75.227666 41.854925),-1
MONTGOMERY,Cig/OTP Retail,40.091858,-75.214433,POINT (-75.214433 40.091858),-1
PHILADELPHIA,Cigarette/OTP Retail,39.996275,-75.106253,POINT (-75.106253 39.996275),1
BLAIR,OTP Retail,40.526424,-78.373056,POINT (-78.373056 40.526424),-1
BLAIR,Cigarette Itinerant,40.526424,-78.373056,POINT (-78.373056 40.526424),-1
ERIE,Cigarette/OTP Retail,42.106578989,-80.089180982,POINT (-80.089180982 42.106578989),158
ERIE,Cigarette Retail,42.129266,-80.086782,POINT (-80.086782 42.129266),47
ERIE,Cigarette Retail,42.132289,-80.03414,POINT (-80.03414 42.132289),-1
ERIE,OTP Retail,42.132289,-80.03414,POINT (-80.03414 42.132289),-1
PHILADELPHIA,Cig/OTP Retail,40.009516,-75.151174,POINT (-75.151174 40.009516),1
PHILADELPHIA,Cigarette Retail,40.1653934,-75.2829046,POINT (-75.2829046 40.1653934),724
ERIE,Cigarette/OTP Retail,42.13666,-80.06565,POINT (-80.06565 42.13666),47
ERIE,Cig/OTP Retail,42.136155,-80.067013,POINT (-80.067013 42.136155),47
ERIE,Cigarette Retail,42.125731,-80.043298,POINT (-80.043298 42.125731),451
ERIE,Retail,42.151608,-80.011909,POINT (-80.011909 42.151608),-1
PHILADELPHIA,Cigarette Retail,40.007728,-75.139479,POINT (-75.139479 40.007728),1
PHILADELPHIA,Retail,40.007728,-75.139479,POINT (-75.139479 40.007728),1
PHILADELPHIA,Retail,40.009296,-75.151651,POINT (-75.151651 40.009296),1
ERIE,OTP Retail,42.124942021,-80.082658017,POINT (-80.082658017 42.124942021),47
ERIE,Cigarette Retail,42.117455,-80.075579,POINT (-80.075579 42.117455),47
ERIE,Cigarette/OTP Retail,42.132247981,-80.076056011,POINT (-80.076056011 42.132247981),47
ERIE,Cigarette Retail,42.106302009,-80.0802389999999,POINT (-80.0802389999999 42.106302009),47
ERIE,OTP Retail,42.106302009,-80.0802389999999,POINT (-80.0802389999999 42.106302009),47
ERIE,OTP Manufacturer,42.079737,-80.09102,POINT (-80.09102 42.079737),906
ERIE,OTP Retail,42.079737,-80.09102,POINT (-80.09102 42.079737),906
ERIE,OTP Retail,42.071131,-80.093173,POINT (-80.093173 42.071131),1071
ERIE,OTP Retail,42.090273,-80.131135,POINT (-80.131135 42.090273),-1
CUMBERLAND,OTP Retail,40.223232,-76.927571,POINT (-76.927571 40.223232),136
BERKS,Cigarette/OTP Retail,40.36058,-75.9327,POINT (-75.9327 40.36058),578
LEHIGH,Cigarette/OTP Retail,40.605151,-75.478303,POINT (-75.478303 40.605151),71
LEHIGH,Cigarette/OTP Retail,40.60361,-75.47449,POINT (-75.47449 40.60361),71
PHILADELPHIA,Cigarette/OTP Retail,40.058319001,-75.1397870179999,POINT (-75.1397870179999 40.058319001),1
LUZERNE,OTP Manufacturer,40.99438,-75.99784,POINT (-75.99784 40.99438),-1
PHILADELPHIA,Cigarette/OTP Retail,39.982419,-75.10942,POINT (-75.10942 39.982419),1
DAUPHIN,Cig/OTP Retail,40.29054,-76.894769,POINT (-76.894769 40.29054),87
DAUPHIN,OTP Retail,40.29054,-76.894769,POINT (-76.894769 40.29054),87
PHILADELPHIA,Cigarette/OTP Retail,40.050398,-75.153241,POINT (-75.153241 40.050398),1
PHILADELPHIA,Cigarette/OTP Retail,39.994373,-75.157914,POINT (-75.157914 39.994373),1
PHILADELPHIA,Cigarette/OTP Retail,39.976508985,-75.136132005,POINT (-75.136132005 39.976508985),1
BERKS,Retail,40.33835,-75.92148,POINT (-75.92148 40.33835),0
PHILADELPHIA,Retail,39.917648,-75.157056,POINT (-75.157056 39.917648),1
PHILADELPHIA,Retail,40.007299,-75.148881,POINT (-75.148881 40.007299),1
PHILADELPHIA,Cigarette Retail,40.007299,-75.14888,POINT (-75.14888 40.007299),1
PHILADELPHIA,Cigarette Retail,39.963942,-75.244397,POINT (-75.244397 39.963942),1
PHILADELPHIA,Retail,40.007299,-75.148881,POINT (-75.148881 40.007299),1
PHILADELPHIA,Cigarette/OTP Retail,39.917648,-75.157056,POINT (-75.157056 39.917648),1
YORK,Retail,39.953367,-76.746779,POINT (-76.746779 39.953367),32
YORK,OTP Retail,39.953367,-76.746779,POINT (-76.746779 39.953367),32
PHILADELPHIA,Cigarette/OTP Retail,39.985002,-75.171561,POINT (-75.171561 39.985002),1
PHILADELPHIA,Cig/OTP Retail,39.985002,-75.171561,POINT (-75.171561 39.985002),1
PHILADELPHIA,Retail,39.985002,-75.171561,POINT (-75.171561 39.985002),1
NORTHAMPTON,Cig/OTP Retail,40.612033,-75.375736,POINT (-75.375736 40.612033),44
ALLEGHENY,Cigarette/OTP Retail,40.441316,-80.240151,POINT (-80.240151 40.441316),642
DELAWARE,OTP Retail,39.8663499,-75.2983507,POINT (-75.2983507 39.8663499),-1
DELAWARE,Cigarette Retail,39.870069,-75.287322,POINT (-75.287322 39.870069),-1
ALLEGHENY,Cigarette Vending,40.43811,-79.7712,POINT (-79.7712 40.43811),193
PHILADELPHIA,Retail,39.96275,-75.240591,POINT (-75.240591 39.96275),1
PHILADELPHIA,Cigarette Retail,39.934057,-75.216297,POINT (-75.216297 39.934057),1
PHILADELPHIA,Cigarette Retail,39.983361,-75.105374,POINT (-75.105374 39.983361),1
PHILADELPHIA,Retail,39.991767,-75.150267,POINT (-75.150267 39.991767),1
PHILADELPHIA,OTP Retail,39.983361,-75.105374,POINT (-75.105374 39.983361),1
PHILADELPHIA,OTP Retail,39.934057,-75.216297,POINT (-75.216297 39.934057),1
PHILADELPHIA,Cigarette/OTP Retail,39.944407,-75.223517,POINT (-75.223517 39.944407),1
PHILADELPHIA,Cigarette/OTP Retail,39.9370376,-75.1906634,POINT (-75.1906634 39.9370376),1
ALLEGHENY,Cig/OTP Retail,40.498687,-79.943842,POINT (-79.943842 40.498687),623
ALLEGHENY,Cigarette/OTP Retail,40.498687,-79.943842,POINT (-79.943842 40.498687),623
FRANKLIN,Cig/OTP Retail,39.910737,-77.561267,POINT (-77.561267 39.910737),1072
FRANKLIN,Cigarette/OTP Retail,40.1098197,-77.6600552,POINT (-77.6600552 40.1098197),-1
LUZERNE,Cigarette/OTP Retail,41.3328380976393,-75.9545922628969,POINT (-75.9545922628969 41.3328380976393),1323
PHILADELPHIA,Cigarette Retail,40.032214,-75.105946,POINT (-75.105946 40.032214),1
CAMBRIA,Cig/OTP Retail,40.371761,-78.762406,POINT (-78.762406 40.371761),-1
CAMBRIA,Cigarette/OTP Retail,40.352398,-78.783129,POINT (-78.783129 40.352398),-1
CAMBRIA,Cigarette Retail,40.247693,-78.775077,POINT (-78.775077 40.247693),-1
PHILADELPHIA,Retail,39.96301,-75.202363,POINT (-75.202363 39.96301),1
DAUPHIN,Cig/OTP Retail,40.220923,-76.859684,POINT (-76.859684 40.220923),11
BUCKS,Retail,40.136113,-74.832564,POINT (-74.832564 40.136113),98
BUCKS,Cigarette/OTP Retail,40.136113,-74.832564,POINT (-74.832564 40.136113),98
ALLEGHENY,Cig/OTP Retail,40.366625,-79.984305,POINT (-79.984305 40.366625),185
NORTHAMPTON,Retail,40.610591,-75.372698,POINT (-75.372698 40.610591),44
LEHIGH,Cigarette/OTP Retail,40.61053,-75.47018,POINT (-75.47018 40.61053),71
LEHIGH,Cigarette Retail,40.610516,-75.470193,POINT (-75.470193 40.610516),71
LEHIGH,Cigarette/OTP Retail,40.610516,-75.470193,POINT (-75.470193 40.610516),71
BUTLER,Cigarette Retail,40.770618,-80.071434,POINT (-80.071434 40.770618),-1
WARREN,Cig/OTP Retail,41.683325,-79.411274,POINT (-79.411274 41.683325),-1
SOMERSET,Cigarette/OTP Retail,40.007701986,-79.085853006,POINT (-79.085853006 40.007701986),714
SOMERSET,Cigarette/OTP Retail,39.937548,-79.238395,POINT (-79.238395 39.937548),-1
MONROE,OTP Retail,41.060924,-75.511659,POINT (-75.511659 41.060924),-1
ALLEGHENY,Retail,40.335917,-79.974366,POINT (-79.974366 40.335917),12
DAUPHIN,Cigarette/OTP Retail,40.207354981,-76.788316014,POINT (-76.788316014 40.207354981),823
LANCASTER,Cig/OTP Retail,40.068501,-76.375078,POINT (-76.375078 40.068501),-1
LANCASTER,Cig/OTP Retail,40.027205,-76.327187,POINT (-76.327187 40.027205),5
LYCOMING,Cigarette/OTP Retail,41.250142987,-76.980643979,POINT (-76.980643979 41.250142987),399
BEDFORD,Cigarette/OTP Retail,40.0095,-78.377334,POINT (-78.377334 40.0095),722
BEDFORD,Cigarette/OTP Retail,40.008615,-78.379196,POINT (-78.379196 40.008615),-1
JEFFERSON,Retail,41.3120369,-79.1830582,POINT (-79.1830582 41.3120369),-1
ALLEGHENY,Cigarette Vending,40.44823,-79.89848,POINT (-79.89848 40.44823),659
BEAVER,Cigarette Retail,40.764227,-80.32065,POINT (-80.32065 40.764227),140
DELAWARE,Retail,39.849072,-75.44023,POINT (-75.44023 39.849072),-1
PHILADELPHIA,Retail,39.949717,-75.147397,POINT (-75.147397 39.949717),1
LEHIGH,Cigarette Retail,40.62429,-75.44104,POINT (-75.44104 40.62429),1058
LEHIGH,Retail,40.624305,-75.440768,POINT (-75.440768 40.624305),1058
LEBANON,Cigarette/OTP Retail,40.34851,-76.38602,POINT (-76.38602 40.34851),569
CAMBRIA,Cig/OTP Retail,40.279328,-78.861925,POINT (-78.861925 40.279328),535
WASHINGTON,Cig/OTP Retail,40.172398,-80.246172,POINT (-80.246172 40.172398),581
PHILADELPHIA,OTP Retail,39.971647,-75.243191,POINT (-75.243191 39.971647),1
PHILADELPHIA,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
BERKS,Cig/OTP Retail,40.263778,-75.81057,POINT (-75.81057 40.263778),712
MONTGOMERY,Cigarette Retail,40.151537,-75.305556,POINT (-75.305556 40.151537),104
LANCASTER,Cigarette Retail,40.028491,-76.325023,POINT (-76.325023 40.028491),5
LANCASTER,OTP Retail,40.028501,-76.325007,POINT (-76.325007 40.028501),5
LUZERNE,Cigarette/OTP Retail,41.2418480040001,-75.8818600399999,POINT (-75.8818600399999 41.2418480040001),63
LUZERNE,Cigarette Retail,41.242004,-75.882231,POINT (-75.882231 41.242004),63
LUZERNE,OTP Retail,41.242004,-75.882231,POINT (-75.882231 41.242004),63
DAUPHIN,Cigarette/OTP Retail,40.302889,-76.811234,POINT (-76.811234 40.302889),218
PHILADELPHIA,OTP Retail,39.966845,-75.245897,POINT (-75.245897 39.966845),1
CUMBERLAND,OTP Retail,40.223232,-76.927571,POINT (-76.927571 40.223232),136
BERKS,OTP Retail,40.301255,-75.990947,POINT (-75.990947 40.301255),-1
CUMBERLAND,OTP Retail,40.223232,-76.927571,POINT (-76.927571 40.223232),136
DAUPHIN,OTP Retail,40.292997,-76.830411,POINT (-76.830411 40.292997),194
YORK,OTP Retail,39.979891,-76.752614,POINT (-76.752614 39.979891),1074
PHILADELPHIA,OTP Retail,39.942329,-75.154884,POINT (-75.154884 39.942329),1
BERKS,Retail,40.311245,-75.867403,POINT (-75.867403 40.311245),-1
BERKS,Cigarette/OTP Retail,40.315142987,-75.870612029,POINT (-75.870612029 40.315142987),-1
BERKS,Cigarette/OTP Retail,40.32562,-75.87737,POINT (-75.87737 40.32562),457
LUZERNE,Cigarette/OTP Retail,41.31665,-75.83,POINT (-75.83 41.31665),575
BERKS,Cigarette/OTP Retail,40.325334004,-75.877144998,POINT (-75.877144998 40.325334004),457
CENTRE,OTP Retail,40.79312,-77.857505,POINT (-77.857505 40.79312),84
LACKAWANNA,OTP Retail,41.408686,-75.665195,POINT (-75.665195 41.408686),131
LEHIGH,Cig/OTP Retail,40.625122,-75.441564,POINT (-75.441564 40.625122),1058
LEHIGH,Cigarette/OTP Retail,40.625122,-75.441564,POINT (-75.441564 40.625122),1058
LACKAWANNA,OTP Retail,41.408686,-75.665195,POINT (-75.665195 41.408686),131
WASHINGTON,Cig/OTP Retail,40.130747,-80.336674,POINT (-80.336674 40.130747),-1
BERKS,Cigarette Retail,40.330479,-75.912859,POINT (-75.912859 40.330479),0
BERKS,OTP Retail,40.330479,-75.912859,POINT (-75.912859 40.330479),0
MONTGOMERY,Cigarette/OTP Retail,40.243360996,-75.287078011,POINT (-75.287078011 40.243360996),299
PHILADELPHIA,Cigarette/OTP Retail,39.943417986,-75.165067006,POINT (-75.165067006 39.943417986),1
MONTGOMERY,Cigarette/OTP Retail,40.115077016,-75.34669698,POINT (-75.34669698 40.115077016),135
